review_id,rating,review_text,review_date,helpful,score,predicted_score
ff759721-b5c4-4b29-9d61-353ceb480729,5,i'm still a novice with this app i need help,11/22/2025 0:26,0,3,2
c5f103fb-d79c-4b98-a76c-1e8af4b0910b,1,whatsapp are poor quality server,11/25/2025 19:18,1,2,2
5bdee32c-560e-46c3-98d1-e1dc3354fe72,5,i want to upgrade my whatsapp please,11/23/2025 13:56,0,2,2
47618a8d-c6bf-402b-8f89-5cf9787b8be4,5,better than viber and skype thank you for giving replys  bye,11/25/2025 13:34,0,1,1
7955ac96-a729-4e41-a6a1-4fedb67b33ea,2,chat wallpaper flickering this update,11/22/2025 12:06,2,4,4
a1983bf5-96f4-4de6-a916-8c43144e8c99,5,use facebook account,11/25/2025 22:50,0,5,5
faba54b3-eef1-4e5c-8fa8-1ff59e50c669,5,very useful app ever,11/23/2025 22:24,0,2,2
oDdtdxXE-A4fr-99kC-poIM-QtTcOfkIvMzG,1,truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly truly,22/11/2025 13:02,0,5,3
852b2a13-456f-4bc8-b25b-f7ed8c89fa04,5,this is so straight enough imagine sometimes it with only 3mbs that's amazing,11/26/2025 11:29,0,1,1
d8348aae-3050-4ed2-9b36-799e661865d3,4,it does what it's meant to do i guess meta ai sucks,11/22/2025 19:22,0,3,2
39ab0702-039e-422e-a99f-848eccead697,1,please give us fieture tag everyone we neeeeeed thisssss,11/22/2025 19:19,1,3,3
ed597414-9127-48e9-9675-7a4b99a70450,5,it's a good app for people message from far away i love whatsapp,11/26/2025 20:47,1,5,1
70a3ccc7-d841-47ee-b0a7-75fb2e72e28f,5,it's quite interesting but sometimes runs slow but i love it,11/22/2025 14:43,0,5,1
6948d9f5-2249-4104-a846-5f2b0159a0dc,4,this is my mostly used communication app and i love this app,11/23/2025 16:31,0,1,1
2a172bb5-a468-4731-a69d-b5ba1afc61d8,4,easy to use,11/22/2025 18:59,0,2,2
c5f60270-6940-497b-b82a-02c754cb6bc8,5,new cover whatsapp maseenger,11/25/2025 2:56,0,2,2
c4d35726-8513-44e0-99c9-bdb585314cdf,1,i can't understand this new feature can any one please understand me the same features,11/24/2025 22:18,0,5,2
cb478367-c412-4742-a918-88815e4c718f,1,no quick respond from others,11/23/2025 19:44,0,2,2
91dfd4be-2e8e-4835-86a4-83ec0615e3a9,5,it is nice,11/26/2025 17:44,0,1,1
7f535311-15cf-45d6-91b3-c5b66cd58b2d,4,hello i've been recently having problem with gifs they won't load i searched in google and it said to clear cache but will clearing cache loose all my messages,11/25/2025 14:01,0,5,3
364683b4-f60a-45e0-ac98-d4a9238c7bd9,5,l need my what's app back,11/21/2025 23:45,0,2,2
c34f5efe-2c9c-4e9e-a5c9-002e401c784c,5,sir please unbanned my whatsapp,11/25/2025 14:07,0,2,2
6c91df26-9813-49f8-ac8e-1ce29b1476d7,5,bad  service in pakistan otherwise it will be finished,11/23/2025 6:59,1,3,2
92e3611b-3a06-447c-a679-6b389ba0b445,5,nice and cool very nice actually,11/23/2025 15:01,0,1,1
730945b7-4ebb-4b15-a8b8-a702c7290101,1,what's app is not open,11/25/2025 22:44,0,2,2
jflOP4VB-SNnV-FiuG-Wraf-P0QQhtvnZ9d4,4,percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage percentage,25/11/2025 21:05,1,5,5
ce3e17c7-2628-4dcc-8f09-a8c934818428,5,is the best app,11/25/2025 10:04,0,1,1
c901cbfd-cedf-40d5-a96f-391c2fa9eb88,5,very nice  good to use simple to learn,11/21/2025 22:14,0,1,1
d03a2e89-bdd3-4cc4-8296-2dd4ceeb628d,5,verification code is not received my mobile,11/24/2025 19:06,0,5,2
53f1056f-c549-4a0d-9772-c68be2d3205e,5,it messages easily to everyone and i like this app so much,11/24/2025 20:14,0,4,1
3fa89f1b-cd54-466a-9ca3-34cc0470b55d,1,it keeps sending me out and it's annoying plz stop it,11/24/2025 11:40,0,3,3
f6e9b928-a565-473a-ac8a-3b4c640b3913,5,the problem i have here is i can't download profile pictures  the same way i can't take screenshots too,11/26/2025 10:54,0,3,2
a61af695-594a-4dff-a98d-4c257a02b0f9,1,not open whatsapp,11/25/2025 21:05,0,2,2
39c7815f-60b9-4480-a0fa-586e06ea30e8,4,it is normal,11/24/2025 16:43,0,2,1
4a438cfe-d5ac-4466-948a-9615c5b6f40a,1,i do not enjoy using this whatsapp because when i send people messages they do not go through,11/23/2025 20:21,0,4,2
Si1qkEPL-Yh91-6rtz-OpPb-QqBStCCw1THP,3,helpful joint strip funding demand split car adviser potential someone beside defendant oppose memory operate worth mind drive observer athletic mere put best silence top variety look facility slave follow obvious conventional research perceive farm christmas strengthen used component carbon regime green funny regularly problem interpret equipment congressional money criticize prison direct pass itself corn level cooperation approximately severe dismiss green finish issue period supposed adviser fan,24/11/2025 13:42,1,3,3
6ee4fc8a-6f83-4e88-843f-04fa2381c444,5,it the best messaging app to ever exist,11/24/2025 14:32,0,1,1
a0f23158-adb3-4f2f-8cff-498110a83176,5,rete this app,11/22/2025 5:12,0,2,1
84601cfd-6f9c-42df-acd7-1148d5ef305d,5,l recommend this app coz llike ut,11/25/2025 0:52,0,2,1
64f5c9f3-2a2a-4da9-9715-56e43b31cfa4,5,whatsapp100100,11/24/2025 4:59,0,1,1
23cdf78e-9252-47d1-b804-ab3b945b272b,4,i will prefer this app it helps me a lot but i will love it more if it have streaks and some restores like tiktok snap chat and more i'm giving it five stores one it is like that please please respond,11/22/2025 3:09,2,2,2
e7671aaa-e8bc-44e9-b900-07993e039e15,1,there is so many song are not added,11/22/2025 20:37,0,3,1
d75e13ca-32ef-4ecc-9d18-24a34bf39e09,5,i love chat,11/23/2025 13:20,0,1,1
933c7ae5-4c8d-4c93-9de0-d5d906138e4e,5,i enjoy the app,11/26/2025 16:44,0,2,1
fab2b8e6-b00f-4fd8-ae56-433ca617db6c,3,my whatsapp is always blocked almost every other day for verifying and i don't know how it happens and what are they verifying,11/22/2025 1:53,0,4,2
QAZ9ymOZ-1RYj-h6qZ-0LxM-OWUDPnJyDGsD,1,expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion expansion,24/11/2025 03:02,1,5,5
5b89f90e-1b27-4023-90aa-0cda1567492d,4,being in a ldr marriage can be tough at times communication is a big part of the reason my marriage works whatsapp has been my husband's and i main form of communication since we were in the courtingdating stage of our relationship it's reliable for the most part and we have had minimal issues definitely would recommend for those who wish to keep in touch with love ones who are overseas,11/22/2025 21:34,3,3,3
d164cd58-2f99-4c55-a675-dc685d1cd51c,5,the used of whatsapp brings a lot of many questions about the same thing as a good time for me and my friend,11/26/2025 0:45,0,2,2
8dbbba29-fdd5-4c48-80cf-32103b29dcda,5,this app is soo cool,11/22/2025 14:08,0,1,1
2d4e3b8f-ab09-4710-922f-cdf8ebaeb410,4,pls i want chat with my watsapp but he s not working,11/26/2025 14:11,1,3,2
1f07142b-813d-4d58-b0e4-3d98e460c65b,5,i have really helped a lot of people there who had the same interest as meq,11/24/2025 20:15,0,3,3
836d2583-5298-4461-8ab6-7a08690821dc,5,very good app,11/23/2025 0:24,0,1,1
ed68e1a3-96d9-4e90-9ecc-7d84f7c66bfa,1,the backup restore is random,11/23/2025 21:34,0,5,4
d6e68f8c-adc6-4fdd-b33b-ab05f413fa53,1,my whatsapp massager is stopping,11/23/2025 22:54,0,2,2
b634e5a6-6dc7-4866-b6c3-b6521c7bb218,1,the problem is that the word bio has a limited duration and then disappears this is a very bad problem please fix it,11/23/2025 13:07,0,4,2
4e4b53a7-8d20-4042-ac8d-835c1b880ea3,1,my whatsapp nomber don't want work my whatsapp number is not working,11/26/2025 2:33,1,3,2
bfbd98fb-627c-4aab-9383-6a4093e52911,1,i love whatsapp because it's very good to us we can use it to chat get information and to communicate,11/26/2025 13:29,0,2,1
9fb34058-3cb9-4c15-8a26-38882c2d6c00,5,best app i really like using it,11/24/2025 14:46,0,1,1
c717d400-bc41-4563-bd99-a4bb5851f30f,5,i enjoy using whatsapp messager but i have small issues why my whatsapp always lock please check my whatsapp,11/26/2025 1:15,0,3,2
b09ac218-7bd8-4859-9dea-9ad7589ff036,5,great good luck,11/26/2025 12:36,0,1,1
8f730d53-3b9f-447a-9adf-b32539dcf18a,4,my experience is very good,11/24/2025 6:40,0,1,1
521a757c-f089-480b-a9cd-db29eeb35a68,1,my whatsapp do not opening,11/26/2025 20:57,0,2,2
a0f7f3b8-b082-4784-9eec-b9055e0ab2c8,5,very nice app and easy to use,11/25/2025 9:21,0,1,1
bd4d742f-68b9-4389-ae0d-9045654009b6,5,it is good,11/24/2025 17:59,1,1,1
2280bfd8-8655-4763-9d8a-059db4693cf3,5,this app is nice,11/22/2025 18:47,0,1,1
e300fb25-64e5-47b6-8170-c8277841ca36,2,you experience lots of hitched with your app  instead of increasing featured try working on the lapses  i'm tired abeg,11/26/2025 3:31,0,4,1
UlyAlo1d-AoNE-6jCF-EOKy-bnRuKgPZjBCQ,4,sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample sample,21/11/2025 02:02,1,5,5
a7bad3b5-3210-4f0b-a2f5-fefe5447be4d,4,gbox is a very good app but only one problem they do not support whatsapp,11/24/2025 13:47,0,5,1
fca917d4-7c4b-4aed-a4e4-6d578a9e2ef7,5,convenient fast and easy in business and also personal usage,11/25/2025 5:54,0,3,2
0e374106-5faa-4b51-9980-7a7e2ffddd0c,5,my whatsapp is not updating,11/26/2025 18:26,0,2,2
4ec78f58-d1f9-4fa3-9a25-d3024f17435b,5,the best communications app,11/25/2025 11:12,0,1,1
5c517624-18a9-45c9-8239-21fdbf422dcb,3,okkk good   nice  simple and describe the wjhccv,11/26/2025 18:17,0,1,1
5920c5f4-7518-4d8b-8a25-f2963da46158,4,there should be a send schedule,11/25/2025 23:22,0,2,2
c5639543-425c-422b-9ab8-970e3b3023a3,1,why i can't pin the massage l please fix it,11/26/2025 12:41,0,3,2
0964d64f-c097-46d6-a95f-44bfeeb96446,5,easy to reach,11/24/2025 18:19,0,2,2
1cde8ed2-bc74-4aaf-b5f5-d6af9dd2dd69,5,it's fantastic it's the app i use the most,11/26/2025 18:36,0,3,1
4b4314b2-a903-4a0e-bd39-31218641e341,5,good for use,11/22/2025 18:31,0,1,1
4acc6951-386f-4382-a49d-9d99ad6a19df,5,thanks for your help,11/24/2025 20:56,0,1,1
dee65eb7-a0aa-4708-9567-03897a8ef29e,1,why the about status has only 50 characters now and why on earth does it have a timer now i don't understand why developers want whatsapp to be like other social media platforms,11/25/2025 16:09,0,4,4
ad8b784c-e8c5-4644-9f27-d85a94ced434,5,good experiences with whatsapp,11/22/2025 17:55,0,1,1
7a175559-9def-4046-8cb9-1a45ba05d6c1,1,there is an issue of the keyboard in only whatsapp,11/23/2025 8:33,0,3,3
608365f4-af4d-41c6-9384-2419e9664f8b,4,i think you should remove the 'channel' option from whatsapp it's not important make whatsapp simple messenger application,11/23/2025 21:12,2,3,3
0f58a782-86d8-4760-819d-394053b1d661,5,best app for remaining in touch with friends and loved ones broadcast msg limit is very less it can be 500 pm,11/24/2025 10:56,0,2,1
bd7e70ab-afbb-4a50-8e47-dce46801faed,1,it suddenly stopped working i open the app and it closes immediately,11/23/2025 17:25,0,3,2
0a04fb01-e38f-4af4-95f7-c6fdbe147803,5,whatsapp is a good app in my opinion,11/23/2025 12:39,0,1,1
5284a5fa-39ea-40d9-9de7-034c406782a4,5,this app are usefull,11/22/2025 18:49,0,2,2
588a2e0f-cb23-4c86-bc59-aac8cca3e772,5,it's very very good,11/26/2025 16:33,0,1,1
01b5435d-afa1-48ff-9c9f-ec7d1d9f1985,4,can u add themes option for home screen of whatsapp it would be very helpful and make the app look more interesting,11/23/2025 17:29,0,4,2
50d2aec6-d659-4397-bfac-cf3e9032c39e,5,this application is good to connect with each other,11/22/2025 21:29,0,1,1
bd839587-ff07-413f-a137-04fafd3481e8,5,nice thanks my watsapp,11/22/2025 21:13,0,1,3
281fbd1a-dfad-44a9-ada4-d265dd0c12d6,5,the best app good and correct in the whatsapp group,11/24/2025 18:33,0,1,1
8a18c47b-1e72-45e1-9dde-debdcf27fd77,2,arratai is best,11/26/2025 7:01,0,1,1
930b79de-ad13-402b-bbf6-e4e946508b47,5,i love the whatsapp,11/25/2025 18:22,0,1,1
VtuTtTlT-9ITH-7zfD-Svm9-78SJS6ZGAXLH,4,wine embrace investigate regime stone composition sector guilty fate gender hungry perception everybody subject license cable master audience complain mood planning perception jump have get sea professor especially shopping horse watch joy oh volume unfortunately extremely fine half surprised staff write fall user investigator athlete their scared strengthen majority celebrate stream currently anticipate test warn impression engage horizon assault abroad criminal scandal concern email fifth unable in,21/11/2025 03:48,1,5,2
xohT4OVU-Pzg8-8oVH-HhUz-69W7ENu3YD3Z,1,mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse mouse,23/11/2025 20:32,0,5,2
f263b8c1-49b0-45ea-bdee-65928bf4fa5d,5,good very good nice i love what's app so much and i also love  how the operate like i love  very much thing about them,11/24/2025 3:15,0,2,1
ac655a0e-99cc-44ab-9d7d-b437353e53f8,2,i was using to much,11/23/2025 1:05,0,2,1
614d1c96-ac8e-49de-b68e-74dbac555892,5,kindly provide all supported updates for old android os,11/23/2025 12:39,0,3,2
9136afd2-556f-4098-98bb-8b20540ece00,1,some people's bio are not showing after your latest update,11/21/2025 21:05,0,5,5
de9ebc96-5b8e-4b10-adfc-e31b45e55742,4,it's good but not that much,11/23/2025 16:11,0,1,1
d8654de7-7edd-44a3-932f-b94ee3bf10c2,4,i can no longer see time stamps for my about kindly check on this,11/23/2025 14:52,0,3,3
1312ab82-a81c-41e7-8ac6-641cdb24d63e,5,pls meta try to add ways we can get cash inside this app i think it may add to its usefulnesscan i give u 5star,11/26/2025 19:07,0,4,2
cdc2d35e-ba62-455e-baf7-9081e467807e,4,this is a nice and very useful app i like the app so much and i can talk to my friend easily,11/22/2025 21:17,0,2,2
540c48fc-c680-40ab-9d3d-a2c528cbeb59,5,that's also a good and very helpful,11/22/2025 18:54,1,1,1
1a1fada3-9fd2-44bc-9979-30ad80a5b28a,1,everything is good but linking any device is so hard tho its easy but why in the world it takes to much time and all time say if everything fine meh ur internet problem ur scan problem etc so fix it pls,11/22/2025 19:29,0,2,1
ec965209-e3f5-4674-b559-78a733a53de1,5,always good all the time  event type motion detection,11/25/2025 23:48,0,1,1
246eaa18-d31a-4eec-85fb-74b96e56f0fd,5,so good and so grateful,11/25/2025 17:37,1,1,1
e9050077-ed1b-4e40-87df-268ec5c34912,5,it is nice,11/26/2025 19:11,0,1,1
d7aebde9-b263-41b2-ac76-5a31d1655b1a,1,whatsapp not open,11/24/2025 1:01,0,2,2
2fc70a5a-ac60-4738-a1cf-010f2cc281fc,5,it give good service,11/25/2025 9:53,0,1,1
6b132630-b8fc-4625-8b50-bdf71144482a,5,it's an amazing way of communicating with my family member's and friends  back home,11/26/2025 21:07,0,1,1
fadb0910-cfe8-4796-ba02-2f349296a645,5,this app is the best i have seen good in chatting video calling and others,11/24/2025 1:07,0,5,1
bc9de768-89d4-4deb-a56b-c6e78a59b2a3,5,chat and account back please please,11/21/2025 21:09,0,5,5
8CdgV0Z9-Hn2A-XDr1-UaCH-QflYfPO8fgF2,1,lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson lesson,26/11/2025 01:18,0,5,5
982afdfb-a8cd-4c4c-a65c-96dfbf7e94a7,5,a very beautiful aap s,11/25/2025 12:34,0,2,1
39abd556-04da-4ce5-83bb-cfe38c08a691,5,i really love this app,11/23/2025 9:03,0,1,1
71c8f997-0946-47bd-affb-3aa64363a065,5,this is the best communication app you can find i love everything about it how i can chat with anyone no matter how far they r from me,11/24/2025 0:05,0,2,1
674d053a-480a-42a9-8786-eb9b12f1370e,1,unable to get the latest,11/26/2025 1:34,2,2,2
f7a9d66c-cbf5-4046-8719-3b41db914635,1,unable to install the application due to unknown reasons not facing this issue for other apps,11/25/2025 5:56,0,5,4
6lppvQeq-t57F-kgeS-DteK-EV3n2nJeTENr,2,news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news news,23/11/2025 15:22,1,5,5
3f7cd19d-00e6-4f76-83a2-bde92c847c01,4,this application is too much,11/23/2025 23:32,1,2,2
f8163529-4f6e-4392-b4ab-038151f0c393,4,no whatsapp no life its very helpfull,11/26/2025 9:28,0,2,2
749e60d3-e3d6-46e1-85ef-f47ae6c90df8,5,whatsapp application is a good application,11/25/2025 2:39,5,1,1
8115b0cb-23da-465b-bbdb-10ec8fe3ca33,5,it's a fast and easy communication app,11/25/2025 5:21,0,2,2
5532606a-f5b2-4118-bc1f-2627deaef4f1,5,cool  the kids are you doing now video is not a little bit of a little bit of a,11/24/2025 18:42,0,5,5
57e31469-0841-4e10-9cd9-f550ea27a3b0,3,i would really appreciate it if whatsapp added an hd upload option for stories currently photos and videos lose quality when posted very downgrade having an hd option would ensure clearer and sharper story content,11/26/2025 15:23,0,4,4
d8d7dde7-0818-4ebe-aef6-70382491380f,5,i love whatsapp it,11/22/2025 11:00,0,1,1
92ad53a5-711a-4fe0-9ce1-edb6c9feab28,2,i used to love whatsapp but now i find it irritating i cannot find any option to disable meta ai i am forced to interact with it when i tap it by accident without my consent there is no optout for meta ai minus 3 stars for ai and 2 stars for its actual usefulness the downsides of the ai features being so annoying and nonremovable outweigh all benefits of whatsapp in terms of user experience awful,11/24/2025 7:41,0,3,3
ca99b262-759d-4275-bb09-a5f7b3e311dc,5,this is helpful,11/26/2025 13:15,0,2,1
f502cdef-79b4-43e8-9a43-f6f47d7a2f5e,5,i appreciate your service,11/25/2025 9:57,0,2,1
112dce90-fd66-466b-90d6-973a1a4a9b1b,5,the wonderful day,11/22/2025 9:10,0,1,1
0a3f1abd-2d9e-4531-90a4-deb14bee5d64,4,read and understand,11/23/2025 18:52,0,2,1
04af05ba-8697-4b84-8283-63788f6c29d1,5,excellent and friendly to customers,11/23/2025 10:38,0,1,1
3b63a6cc-c09f-443e-8260-0efa3690b9c0,1,very bad app,11/25/2025 22:33,0,2,2
a3b328bc-2756-46fd-b4b1-a9ed4901a990,1,call quality very bad every time reconnecting,11/26/2025 21:56,0,4,2
979c7691-c2fd-4539-a62a-9cacb2239411,5,thank you very much,11/21/2025 22:08,0,1,1
ba0b7358-25f8-49a2-b6f4-840eccd42796,1,its full of restrictions i give it 110,11/25/2025 1:39,1,3,2
cc4b4550-67dd-466a-b8ad-5627631336b0,5,very good enough to get in touch with my ppl i love it,11/21/2025 21:49,0,1,1
1923f3d8-54d3-485c-b102-036e67dec4eb,5,it the best massaging app u can have,11/24/2025 18:30,0,1,1
ef53d1c5-eb8d-48fe-a412-835e41ea58ec,1,this number is mine how it gets logout twice a week,11/25/2025 16:03,0,5,2
039c3c82-840d-48f2-ac3f-fa3243cd777d,5,update my what's app,11/26/2025 18:19,0,4,2
8b1f8dfc-48ae-4dc7-9f91-737291807d20,1,hey whatsapp add scroll button in personal chats to scroll faster also add a search system to search specific date chat with someone,11/23/2025 22:58,0,4,4
8887c658-4db8-4afc-9659-3d2b3bc23cdc,5,best private and safety app ever,11/24/2025 23:43,0,1,1
83115002-07d9-48ad-8a98-3978bc6399fa,5,this account can not logged,11/24/2025 1:45,0,5,2
45f9a4f6-1e61-41f8-b9db-674edd9f664d,5,great app meta kept my name for a little while though,11/22/2025 16:28,0,1,1
8b144109-fcb3-425e-a839-d728a6c9c479,5,very useful app,11/23/2025 16:15,0,2,2
6cfa709a-fff7-42cc-a737-beb2a22c579d,5,the whatsapp is misbehaving sometimes but all those is ok sha,11/23/2025 18:01,0,3,2
3cbe5d17-67d8-470e-a030-589de68bdf34,5,whatsapp is not working as i open the whatsapp it closes within one second,11/24/2025 10:13,0,3,2
wn448jho-LTwp-qxg4-KhiV-TGjSJbUXuWu1,2,sudden assumption jet biological terror setting toss anyone physical cope classic wish pattern merely alliance capture twice employment be awareness flight importance professor reader surgery speed aim following fat location executive army bad narrative setting revenue chart inspire theme application stroke pie traditional scholarship evolution overall fairly trail gain league reality furthermore during obvious impose eager iron summer exercise cite testimony disappear soviet marriage shall shit reaction concentrate evaluation,26/11/2025 02:55,1,5,4
2ce2dc48-1276-4a40-94fe-401336a2b0f6,5,i love this version,11/22/2025 23:26,0,4,1
cc029d9c-9146-4e14-9858-a33340ed137b,5,this app is very useful all forms of every media_related communication,11/26/2025 14:39,0,3,2
5cd1c254-60b6-4835-8275-5a462734a2a1,5,wow it a good app,11/25/2025 18:23,0,1,1
cf9d7d14-5dd2-47b0-88aa-41422429d846,5,i love using whatsapp to be honest it's my favourite as it's so easy to use i like how you can privately text or set up a small or bigger group it is my goto service,11/21/2025 21:09,12,2,2
96476bbb-7545-42ed-9527-2d87755eac52,5,i really like this app this app has many features that's why i feel peace when i use the app,11/25/2025 0:30,0,4,2
2e6a509d-84b4-4d41-8cac-5bcbb75f9155,1,wrost app in the world,11/24/2025 11:02,0,2,1
8a3f46c4-ec1f-4009-805b-caea1673b92c,4,i just enjoy spending time on it and i think its worth of the time wasted in it,11/24/2025 2:01,0,3,1
e03ee41b-86cb-458f-b5f1-64f6949dc120,1,not opening my whatsapp account  why,11/26/2025 10:08,17,5,2
833a2365-ca7e-4c26-9ddf-61ab700b54af,4,good to use,11/26/2025 8:28,0,1,1
e9c04a0d-a2de-41fe-a38f-fc100dcfe093,5,good and legitimate app,11/26/2025 20:42,1,1,1
4c20b25c-07c9-4345-8ddc-613e807bc70b,3,the app is really great but ive noticed a big problem with how whatsapp handles screenshots when i view a screenshot through my phones normal gallery apps like google photos or the builtin photos app the image is sharp and high quality but the moment i open the exact same screenshot inside whatsapp the quality suddenly becomes lower  it looks more compressed and blurry this makes it hard to view details clearly especially for things like receipts conversations or important infos,11/21/2025 20:12,18,3,2
d88bab51-f312-45ab-bdb5-4fdbd39eeccd,5,improve on the user desktop,11/26/2025 18:33,0,2,2
c02841cf-d968-4d56-a5d5-52b2fba02705,2,poor experience to install wastapp,11/23/2025 20:25,0,4,4
b5146d20-e719-455f-91f6-3a446405193a,5,best service is your and i try continue to fully understand whatsup using system,11/23/2025 21:09,2,1,1
e3d6a332-5f96-42ff-a54d-81a285cc3081,1,reduces quality when you post to your status this new hd thing was a bad idea  whatsapp used to always send media in its original quality but now it's just bad,11/22/2025 23:45,0,4,4
796b84f9-6e68-4b39-89ff-2a90088a1aa9,1,my account isn't working,11/26/2025 2:53,0,5,5
i31am3jM-OFzZ-ET5n-q5Fw-QCkScZDlSLRm,5,escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape,26/11/2025 13:30,0,5,4
